name,color,star,class,speed,power,attack,defense,health,skill,effects,passives,types,source,family_bonus,family,image,costume_id,dot_string,total_dot_damage,n_turns,dot_damage_per_turn,max_special_percent,min_special_percent,max_special_stat_percent,min_special_stat_percent,Title,Costume,Museum,Element,Rarity,Origin,Family,Release date,Class,Mana Speed,Special Skill,Passive #1,Passive #2,Passive #3,Passive #CB1,Passive #CB2,AetherPower,Max level: Attack,Max level: Defense,Max level: Health,Max level: Power,Limit Break #1: Attack,Limit Break #1: Defense,Limit Break #1: Health,Limit Break #1: Power,Limit Break #2: Attack,Limit Break #2: Defense,Limit Break #2: Health,Limit Break #2: Power,Mana Bonus CB1,Max level CB1: Attack,Max level CB1: Defense,Max level CB1: Health,Max level CB1: Power,Limit Break CB1 #1: Attack,Limit Break CB1 #1: Defense,Limit Break CB1 #1: Health,Limit Break CB1 #1: Power,Limit Break CB1 #2: Attack,Limit Break CB1 #2: Defense,Limit Break CB1 #2: Health,Limit Break CB1 #2: Power,Mana Bonus CB2,Max level CB2: Attack,Max level CB2: Defense,Max level CB2: Health,Max level CB2: Power,Limit Break CB2 #1: Attack,Limit Break CB2 #1: Defense,Limit Break CB2 #1: Health,Limit Break CB2 #1: Power,Limit Break CB2 #2: Attack,Limit Break CB2 #2: Defense,Limit Break CB2 #2: Health,Limit Break CB2 #2: Power,Mana Bonus CB3,Max level CB3: Attack,Max level CB3: Defense,Max level CB3: Health,Max level CB3: Power,Limit Break CB3 #1: Attack,Limit Break CB3 #1: Defense,Limit Break CB3 #1: Health,Limit Break CB3 #1: Power,Limit Break CB3 #2: Attack,Limit Break CB3 #2: Defense,Limit Break CB3 #2: Health,Limit Break CB3 #2: Power,Mana Bonus CB4,Max level CB4: Attack,Max level CB4: Defense,Max level CB4: Health,Max level CB4: Power,Limit Break CB4 #1: Attack,Limit Break CB4 #1: Defense,Limit Break CB4 #1: Health,Limit Break CB4 #1: Power,Limit Break CB4 #2: Attack,Limit Break CB4 #2: Defense,Limit Break CB4 #2: Health,Limit Break CB4 #2: Power
Mack C,red,4,Monk,Average,692,658,715,1265,Halfling’s Wisdom,"['The caster and nearby allies counterattack with 100% of the damage received for 4 turns.', 'The caster and nearby allies get +35% attack for 4 turns.']",['Increase Buff Duration: Duration of the first 3 buff this hero receives from Special Skills is increased by 1 turn.'],"['Counterattack', 'Attack Buff']",Season4,"['Bonus for 1/2/3/4/5 Unique Heroes:', '20%/24%/28%/32%/36% chance to spawn an Underwild Gem on the board when this Hero casts their Special Skill.', 'The Underwild Gems deal 50/35/25 (5*/4*/3*) damage to a random enemy each turn until it is matched.', 'Underwild Gems can only spawn on regular shields that match the element of this Hero.']",Underwild,https://i.imgur.com/piqOqpg.jpg,1,,0,0,0.0,100,100,35,35,Halfling Novelist,1.0,1057.0,Fire,4,Season IV,Underwild Family,2024-05-23T07:00:00,Monk,Average,Halfling's Wisdom,Increase Buff Duration,,,,,Damage Reduction,646,701,1217,677,701.0,761.0,1323.0,728.0,813.0,883.0,1533.0,831.0,1%,658.0,715.0,1265.0,692.0,715.0,776.0,1375.0,745.0,829.0,900.0,1594.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Falcon,red,4,Paladin,Average,646,552,754,1126,Blazing Beak,"['Deals 225% damage to the target and nearby enemies.', 'The target and nearby enemies get -54% defense against fire for 4 turns']",0,"['Hit 3', 'Elemental Defense Debuff']",Teltoc,"['Bonus for 2/3/4/5 Unique Heroes:', '+5%/+10%/+15%/+20% defense', '+4%/ +6%/ +9%/+13% healing', 'The members of this family have additional perks in the Challenge Festival events.']",Guardian,https://i.imgur.com/osWU4RP.jpg,0,,0,0,0.0,225,225,-54,-54,Priest of Teltoc,,1020.0,Fire,4,Challenge Festival I,Guardian Family,,Paladin,Average,Blazing Beak,,,,,,Ailment Immunity,552,754,1126,646,600.0,819.0,1223.0,695.0,696.0,950.0,1418.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colen,red,4,Fighter,Slow,643,728,537,1094,Fire Storm,"['Deals 180% damage to all enemies', 'All enemies receive 348 damage over 6 turns']",0,"['Hit All', 'Dot All']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/eqgOQXS.jpg,0,receive 348 damage over 6 turns,348,6,58.0,180,180,0,0,Brave Bounty Hunter,0.0,1028.0,Fire,4,Classic,Classic Family,,Fighter,Slow,Fire Storm,,,,,,Attack Up,728,537,1094,643,791.0,584.0,1189.0,691.0,918.0,677.0,1378.0,788.0,5%,778.0,574.0,1214.0,687.0,846.0,624.0,1319.0,740.0,982.0,724.0,1529.0,845.0,5%,837.0,617.0,1312.0,734.0,909.0,671.0,1426.0,790.0,1055.0,778.0,1653.0,903.0,5%,851.0,628.0,1334.0,745.0,925.0,683.0,1450.0,802.0,1074.0,792.0,1681.0,918.0,,,,,,,,,,,,,
Colen C,red,4,Paladin,Slow,678,771,546,1222,Flame Assault,"['Deals 240% damage to all enemies', 'All enemies receive 204 Burn damage over 3 turns']",0,['Hit all'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/pAWbbb8.jpg,1,204 Burn damage over 3 turns,204,3,68.0,240,240,0,0,Fiery Bounty Hunter,1.0,1029.0,Fire,4,Classic,Classic Family,2021-01-18T07:00:00,Paladin,Slow,Flame Assault,,,,,,Special Boost,735,520,1111,643,798.0,565.0,1207.0,691.0,926.0,655.0,1400.0,788.0,5%,786.0,556.0,1233.0,688.0,853.0,604.0,1339.0,740.0,990.0,700.0,1554.0,845.0,5%,845.0,598.0,1333.0,734.0,917.0,649.0,1448.0,790.0,1064.0,753.0,1680.0,903.0,5%,859.0,608.0,1355.0,745.0,933.0,661.0,1472.0,802.0,1083.0,766.0,1708.0,917.0,,,,,,,,,,,,,
Colen C2,red,4,Ranger,Slow,733,828,625,1315,Flame Storm,"['Deals 285% damage to the target and nearby enemies.', 'The target and nearby enemies get -54% defense against Fire for 6 turns.', 'Deals extra damage against Nature.']",0,"['Hit 3', 'Elemental Defense Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/2DIxTGe.jpg,2,,0,0,0.0,285,285,-54,-54,Brave Tracker,2.0,1030.0,Fire,4,Classic,Classic Family,2023-06-12T07:00:00,Ranger,Slow,Flame Storm,,,,,,Counterattack,720,544,1096,642,782.0,591.0,1191.0,690.0,907.0,685.0,1381.0,787.0,5%,770.0,582.0,1216.0,687.0,836.0,632.0,1322.0,739.0,970.0,732.0,1532.0,843.0,5%,828.0,625.0,1315.0,733.0,899.0,679.0,1429.0,789.0,1043.0,787.0,1657.0,902.0,5%,842.0,636.0,1337.0,744.0,914.0,691.0,1453.0,801.0,1061.0,801.0,1684.0,916.0,,,,,,,,,,,,,
Colen C3,red,4,Fighter,Slow,746,842,650,1321,Toon Storm,"['Deals 210% damage to all enemies.', 'All enemies receive 174 Burn damage over 3 turns.', 'Deals extra damage against Nature.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit All', 'DoT']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/swTTE4N.jpg,3,174 Burn damage over 3 turns.,174,3,58.0,210,210,0,0,Toon Bounty Hunter,3.0,1031.0,Fire,4,Classic,Classic Family,2024-03-11T07:00:00,Fighter,Slow,Toon Storm,Toon,,,,,Attack Up,720,556,1083,644,782.0,604.0,1177.0,692.0,907.0,701.0,1365.0,789.0,5%,770.0,594.0,1202.0,689.0,836.0,646.0,1306.0,741.0,970.0,750.0,1515.0,846.0,5%,828.0,639.0,1299.0,735.0,899.0,694.0,1412.0,791.0,1043.0,806.0,1638.0,905.0,5%,842.0,650.0,1321.0,746.0,914.0,706.0,1435.0,803.0,1061.0,820.0,1665.0,919.0,,,,,,,,,,,,,
Ferant,red,4,Druid,Average,680,635,595,1474,Feral Revenge,"['The caster and nearby allies counterattack with 115% of the damage received for 5 turns.', 'The caster and nearby allies decrease -10% mana from the attacker on each counterattack for 5 turns. The effect gets diminished for consecutive activations during the same turn.']",0,['Counterattack'],Knights,"['Bonus for 1/2/3 Heroes:', '20%/35%/50% chance to make a cast buff undispellable.', 'The members of this family have additional perks in the Clash of Knights event.']",Wolf,https://i.imgur.com/iJhZeCK.jpg,0,,0,0,0.0,115,115,-10,-10,Warden of the Castle,0.0,1014.0,Fire,4,Clash of Knights,Wolf Family,2021-10-13T07:00:00,Druid,Average,Feral Revenge,,,,,,Regen,635,595,1474,680,690.0,646.0,1602.0,731.0,800.0,749.0,1857.0,834.0,5%,666.0,624.0,1621.0,719.0,724.0,678.0,1762.0,774.0,840.0,786.0,2042.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferant C,red,4,Fighter,Average,719,664,628,1619,Fiery Revenge,"['The caster and nearby allies counterattack with 120% of the received damage for 5 turns.', 'The caster and nearby allies decrease -5% mana from the attacker on each counterattack for 5 turns. The effect gets diminished for consecutive activations during the same turn.']",['Ability: Increased Status Effect Duration Chance to increase the duration of cast status effects. * +1 turn: 75% * +2 turns: 25%'],['Counterattack'],Knights,"['Bonus for 1/2/3 Heroes:', '20%/35%/50% chance to make a cast buff undispellable.', 'The members of this family have additional perks in the Clash of Knights event.']",Wolf,https://i.imgur.com/f9WxEPE.jpg,1,,0,0,0.0,120,120,-5,-5,Warden of the Wolves,1.0,1015.0,Fire,4,Clash of Knights,Wolf Family,2024-12-17T07:00:00,Fighter,Average,Fiery Revenge,,,,Increased Status Effect Duration,,Damage Reduction,633,599,1472,680,688.0,651.0,1600.0,732.0,797.0,754.0,1855.0,834.0,5%,664.0,628.0,1619.0,719.0,722.0,683.0,1760.0,775.0,836.0,791.0,2040.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilbur,red,4,Monk,Average,649,605,690,1143,Wonderful Feast,"['All allies become Soul Connected for 4 turns. Soul Connected allies share received damage.', 'All allies get +63% defense for 4 turns', 'All enemies become Soul Connected for 4 turns. Soul Connected enemies share received damage.', 'All enemies get -44% defense for 4 turns']",0,"['Ally Damage Share', 'Enemy Damage Share', 'Defense Buff', 'Defense Debuff']",Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15%/+20% attack']",Lagoon,https://i.imgur.com/EjclF3b.jpg,0,,0,0,0.0,0,0,63,-44,Valiant Fisherman,0.0,1051.0,Fire,4,Season II,Lagoon Family,,Monk,Average,Wonderful Feast,,,,,,Regen,605,690,1143,649,658.0,750.0,1242.0,699.0,762.0,870.0,1440.0,796.0,5%,623.0,710.0,1211.0,671.0,677.0,772.0,1316.0,722.0,784.0,896.0,1526.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilbur C,red,4,Cleric,Average,671,656,677,1197,Brilliant Brew,"['All allies get +100% normal attack for 4 turns. This effect can be active in addition to effects that alter attack in general. Normal attacks can have a total maximum of +140% increased power while this effect is active.', 'All allies regenerate 280 HP over 4 turns.']",0,"['Attack Buff', 'HoT']",Season2,"['Bonus for 1/2/3/4/5 Unique Heroes:', '+3%/+6%/+10%/+15%/+20% attack']",Lagoon,https://i.imgur.com/BehrpwT.jpg,1,,0,0,0.0,0,0,140,100,Bold Brewmaster,1.0,1052.0,Fire,4,Season II,Lagoon Family,2022-05-02T07:00:00,Cleric,Average,Brilliant Brew,,,,,,Defense Up,637,658,1130,650,692.0,715.0,1228.0,699.0,803.0,829.0,1424.0,797.0,5%,656.0,677.0,1197.0,671.0,712.0,736.0,1301.0,722.0,827.0,853.0,1509.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scarlett,red,4,Rogue,Fast,640,767,507,1039,Blade Barrage,"['Deals 215% damage to the target and minor damage to nearby enemies', 'The target and nearby enemies get -34% attack for 6 turns']",0,"['Hit 3', 'Attack Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/rridBLP.jpg,0,,0,0,0.0,215,215,-34,-34,Raider from the Sandsea,0.0,1032.0,Fire,4,Classic,Classic Family,,Rogue,Fast,Blade Barrage,,,,,,Attack Up,767,507,1039,640,833.0,551.0,1129.0,688.0,966.0,639.0,1309.0,785.0,5%,820.0,542.0,1153.0,685.0,891.0,589.0,1253.0,737.0,1033.0,683.0,1452.0,841.0,5%,882.0,583.0,1246.0,731.0,957.0,633.0,1354.0,786.0,1110.0,734.0,1570.0,898.0,5%,897.0,593.0,1267.0,742.0,974.0,644.0,1377.0,799.0,1130.0,747.0,1596.0,913.0,,,,,,,,,,,,,
Scarlett C,red,4,Ranger,Fast,675,769,561,1172,Blades of Venom,"['Deals 185% damage to the target and minor damage to nearby enemies', 'The target and nearby enemies receive 138 Poison damage over 3 turns', 'The caster and nearby allies get +30% attack for 3 turns']",0,"['Hit 3', 'Dot', 'Attack Buff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/t5Qcm7v.jpg,1,138 Poison damage over 3 turns,138,3,46.0,185,185,30,30,Assassin from the Sandsea,1.0,1033.0,Fire,4,Classic,Classic Family,2021-01-18T07:00:00,Ranger,Fast,Blades of Venom,,,,,,Dodge,733,535,1066,640,796.0,581.0,1159.0,688.0,923.0,674.0,1343.0,784.0,5%,784.0,572.0,1183.0,685.0,851.0,621.0,1286.0,736.0,987.0,721.0,1490.0,840.0,5%,842.0,615.0,1279.0,730.0,915.0,668.0,1390.0,786.0,1061.0,775.0,1611.0,898.0,5%,857.0,625.0,1300.0,741.0,931.0,679.0,1413.0,798.0,1079.0,788.0,1638.0,912.0,,,,,,,,,,,,,
Scarlett C2,red,4,Sorcerer,Fast,731,862,591,1279,Blades on the Dance Floor,"['Deals 235% damage to the target and minor damage to the nearby enemies.', 'The target and nearby enemies get -31% attack, and a further 4% decrease every time they are hit during 4 turns.']",0,"['Hit 3', 'Attack Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/Zxh18lV.jpg,2,,0,0,0.0,235,4,-31,-31,Dancer from the Sandsea,2.0,1034.0,Fire,4,Classic,Classic Family,2023-10-30T07:00:00,Sorcerer,Fast,Blades on the Dance Floor,,,,,,Special Boost,750,514,1066,640,815.0,558.0,1159.0,688.0,944.0,647.0,1343.0,784.0,5%,802.0,549.0,1183.0,685.0,872.0,597.0,1286.0,737.0,1010.0,692.0,1490.0,840.0,5%,862.0,591.0,1279.0,731.0,937.0,641.0,1390.0,787.0,1085.0,744.0,1611.0,898.0,5%,877.0,601.0,1300.0,742.0,953.0,652.0,1413.0,798.0,1104.0,756.0,1638.0,912.0,,,,,,,,,,,,,
Scarlett C3,red,4,Rogue,Fast,743,842,652,1293,Toon Barrage,"['Deals 220% damage to the target and minor damage to nearby enemies.', 'The target and nearby enemies get -24% attack for 6 turns.', 'Deals extra damage against Nature.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 3', 'Attack Debuff']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/uv68SUQ.jpg,3,,0,0,0.0,220,220,-24,-24,Raider from the Toon Sea,3.0,1035.0,Fire,4,Classic,Classic Family,2024-08-11T07:00:00,Rogue,Fast,Toon Barrage,Toon,,,,,Attack Up,720,558,1060,641,782.0,607.0,1152.0,689.0,907.0,704.0,1335.0,786.0,5%,770.0,597.0,1176.0,686.0,836.0,649.0,1278.0,738.0,970.0,753.0,1481.0,842.0,5%,828.0,641.0,1272.0,732.0,899.0,698.0,1382.0,788.0,1043.0,809.0,1602.0,900.0,5%,842.0,652.0,1293.0,743.0,914.0,710.0,1405.0,800.0,1061.0,823.0,1628.0,914.0,,,,,,,,,,,,,
Lemminkainen,red,4,Barbarian,Average,682,646,616,1421,Flaming Sword,"['Deals 285% damage to the target and minor damage to nearby enemies.', 'The target and nearby enemies receive 196 Burn damage over 4 turns. Against Ice characters, this status effect becomes uncleansable and lasts 2 turns longer.']","['When this character starts a turn with low health for the first time during a battle, they recover 15% health and receive 15% mana.']","['Hit 3', 'Dot 3']",Kalevala,"['Bonus for 1/2/3 Unique Heroes:', 'Receive -10%/-25%/-40% less damage from the Special Skills of the stronger element.', 'The members of this family have additional perks in the Kalevala event.']",Kalevala,https://i.imgur.com/f4cHfqp.jpg,0,196 Burn damage over 4 turns.,196,4,49.0,285,285,0,0,Undying Champion,,1021.0,Fire,4,Kalevala,Kalevala Family,2022-06-20T07:00:00,Barbarian,Average,Flaming Sword,Power of Sisu,,,,,Dodge,646,616,1421,682,701.0,669.0,1544.0,733.0,813.0,776.0,1790.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vonreine,red,4,Monk,Average,702,707,680,1285,Firing on all Cylinders,"['Deals 285% damage to the target and nearby enemies.', 'Summons a Fire Wisp Fiend to the target and nearby enemies.', 'The Fire Wisp Fiend absorbs healing. It disappears after absorbing a healing amount equal to 35% of its target’s max health.', 'The caster steals 30% of the generated mana from the target and nearby enemies. This effect lasts as long as the target has Fire Wish Fiends. This effect can’t be cleansed, but gets removed if the caster is defeated.']","['Gargoyle’s Stoneskin: Every time this Gargoyle casts a Special Skill, their Stoneskin hardens. The next 4 times they receive damage, it is reduced by -90%, and they resist all status ailment and mana reduction. This effect can’t be dispelled.']","['Hit 3', 'Fiends', 'Generated mana steal 3']",Gargoyle,"['Bonus for 1/2/3/ Unique Heroes:', 'Immune to Poison damage / Immune to Poison and Burn damage / Immune to Poison, Burn and Water damage', 'The members of this family have additional perks in the Return to Sanctuary event.']",Gargoyle,https://i.imgur.com/rPeRNSA.jpg,0,,0,0,0.0,285,30,0,0,Fiery Gargoyle,,1019.0,Fire,4,Return to Sanctuary,Gargoyle Family,2024-10-17T07:00:00,Monk,Average,Firing on all Cylinders,Gargoyle's Softskin,,,,,Fiend Resist,707,680,1285,702,768.0,738.0,1396.0,755.0,891.0,856.0,1619.0,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelile,red,4,Rogue,Fast,644,675,686,935,Dance of Fire,"['Deals 320% damage to the target', 'The target receives 414 damage over 6 turns']",0,"['Hit 1', 'Dot 1']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/g0FkZzQ.jpg,0,receives 414 damage over 6 turns,414,6,69.0,320,320,0,0,Priestess of Dragonia,0.0,1036.0,Fire,4,Classic,Classic Family,,Rogue,Fast,Dance of Fire,,,,,,Attack Up,675,686,935,644,734.0,745.0,1015.0,692.0,851.0,864.0,1177.0,789.0,5%,722.0,734.0,1037.0,688.0,785.0,797.0,1126.0,740.0,910.0,924.0,1306.0,845.0,5%,776.0,788.0,1122.0,734.0,844.0,856.0,1218.0,790.0,978.0,993.0,1412.0,903.0,5%,789.0,802.0,1140.0,745.0,858.0,871.0,1238.0,802.0,995.0,1010.0,1435.0,916.0,,,,,,,,,,,,,
Kelile C,red,4,Druid,Fast,678,746,690,995,Dance of Ignition,['All enemies receieve 334 Burn damage over 2 turns'],0,['Dot All'],Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/EFoCGqV.jpg,1,334 Burn damage over 2 turns,334,2,167.0,0,0,0,0,Shaman of Dragonia,1.0,1037.0,Fire,4,Classic,Classic Family,2021-01-18T07:00:00,Druid,Fast,Dance of Ignition,,,,,,Rage,711,658,905,644,773.0,715.0,983.0,693.0,896.0,829.0,1140.0,790.0,5%,760.0,704.0,1004.0,688.0,827.0,765.0,1091.0,741.0,958.0,887.0,1265.0,845.0,5%,817.0,756.0,1086.0,734.0,888.0,822.0,1179.0,791.0,1030.0,953.0,1368.0,903.0,5%,831.0,769.0,1104.0,745.0,904.0,836.0,1199.0,803.0,1048.0,969.0,1390.0,917.0,,,,,,,,,,,,,
Kelile C2,red,4,Sorcerer,Fast,734,788,767,1136,Dance of Flame,"['Deals 220% damage to the target and nearby enemies.', 'The target and nearby enemies receive 198 Burn damage over 3 turns.  The caster absorbs 30% of dealt Burn damage as health.']",0,"['Hit 3', 'Dot 3']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/46HnfAG.jpg,2,198 Burn damage over 3 turns.,198,3,66.0,220,30,0,0,Sorceress of Dragonia,2.0,1038.0,Fire,4,Classic,Classic Family,2022-09-05T07:00:00,Sorcerer,Fast,Dance of Flame,,,,,,Special Boost,686,667,947,644,745.0,725.0,1029.0,692.0,864.0,840.0,1193.0,789.0,5%,734.0,713.0,1051.0,688.0,797.0,775.0,1142.0,740.0,924.0,898.0,1324.0,845.0,5%,788.0,767.0,1136.0,734.0,856.0,833.0,1234.0,790.0,993.0,966.0,1431.0,903.0,5%,802.0,780.0,1155.0,745.0,871.0,848.0,1255.0,802.0,1010.0,982.0,1455.0,917.0,,,,,,,,,,,,,
Kelile C3,red,4,Rogue,Fast,746,815,760,1166,Dance of Toons,"['Deals 325% damage to the target.', 'The target receives 216 Burn damage over 3 turns.', 'Deals extra damage against Nature.']","['Toon: 75% extra chance to resist all status ailments, mana reductions and buff dispels.']","['Hit 1', 'Dot 1']",Season1,"['Classic Family Heroes need to be fully ascended to receive the Family Bonus.', 'Bonus for 2/3/4/5 Heroes:', '+1%/+3%/+5%/+7% attack.', '+1%/+3%/+5%/+7% defense.', '+1%/+3%/+5%/+7% healing.', 'On Class Level 20, all of the Class Talents of this hero are upgraded into a Superior Class Talent.']",Classic,https://i.imgur.com/nj44opt.jpg,3,216 Burn damage over 3 turns.,216,3,72.0,325,325,0,0,Toon of Dragonia,3.0,1039.0,Fire,4,Classic,Classic Family,2024-04-08T07:00:00,Rogue,Fast,Dance of Toons,Toon,,,,,Attack Up,697,650,956,644,757.0,706.0,1039.0,693.0,878.0,819.0,1204.0,790.0,5%,745.0,695.0,1061.0,688.0,809.0,755.0,1153.0,740.0,939.0,876.0,1336.0,845.0,5%,801.0,747.0,1147.0,735.0,870.0,811.0,1246.0,791.0,1009.0,941.0,1444.0,903.0,5%,815.0,760.0,1166.0,746.0,885.0,826.0,1267.0,803.0,1027.0,958.0,1468.0,918.0,,,,,,,,,,,,,
Sir Lancelot,red,4,Fighter,Average,645,756,533,1047,Inspiring Fencing,"['Deals 265% damage to the target', 'The caster and nearby allies get +24% mana generation for 4 turns', 'The caster and nearby allies get +48% attack for 4 turns']",0,"['Hit 1', 'Attack Buff', 'Mana Generation Buff']",Avalon,"['Bonus for 2/3/4/5 Unique Heroes:', '+5%/+10%/+15%/+20% critical chance', '+4%/+6%/+9%/+13% healing', 'The members of this family have additional perks in the Challenge Festival events.']",Avalon,https://i.imgur.com/zyZ5m0r.jpg,0,,0,0,0.0,265,265,48,24,Knight of Avalon,,1024.0,Fire,4,Challenge Festival I,Avalon Family,,Fighter,Average,Inspiring Fencing,,,,,,Special Boost,756,533,1047,645,822.0,579.0,1138.0,694.0,953.0,671.0,1319.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
